"root_id","customer_text","true_intent","_source","pred_intent","confidence","alternative_intent","alternative_confidence","corpus_coverage","top_ids","top_scores","confidence_calibrated","auto_handle_safe","escalated","escalation_reason","margin"
"1939900","@GWRHelp 18.16 from Reading to Maidenhead, still sat at Reading, no information as to why","delay_compensation","natural","service_disruption","0.9500000000000001","other","0.05","1","[2120005, 751454, 583437, 2962422, 2731603, 649551, 2561393, 54019, 132093, 2747972]","[0.2358624057, 0.1832191468, 0.1630774563, 0.14622262800000002, 0.1077413685, 0.0884538084, 0.0794510135, 0.0748050636, 0.0685392771, 0.067466917]","0.6015037593984962","False","False","","0.9"
"43978","@GWRHelp how come I only receive a £10.50 refund when the engineering works were unplanned last month that's hardly fair","refund_request","targeted:refund_request","refund_request","0.9","other","0.1","1","[2812223, 1085021, 1121090, 2174311, 2306957, 1052825, 751454, 2332321, 755688, 2961832]","[0.0925529481, 0.0909181007, 0.08034065700000001, 0.0785931835, 0.0715592208, 0.0704950584, 0.0701380866, 0.0697065477, 0.066269353, 0.060425421800000004]","0.6015037593984962","False","False","","0.8"
"1073073","@GWRHelp too busy patting themselves on the back over the new trains that don't work properly. GWR are a disgrace.","other","natural","on_board_issue","0.8","other","0.2","1","[1724441, 1666148, 755688, 2147848, 66158, 1678913, 2332321, 2672132, 1372247, 1638291]","[0.1803225783, 0.14004843420000002, 0.12789696620000002, 0.1119252488, 0.0842460959, 0.08064578480000001, 0.07946713920000001, 0.0767997266, 0.0739062253, 0.0722248994]","0.8","False","False","","0.6000000000000001"
"1317126","@GWRHelp I’m on the (late) 8:24 from Bristol to Cardiff. Can you confirm it’s stopping at Filton? The onboard messages say it’s not.","timetable_info","natural","timetable_info","0.9500000000000001","other","0.05","1","[1011749, 955931, 2494213, 2174311, 443924, 2332321, 1052825, 2561393, 2534240, 810043]","[0.23516209810000002, 0.1750630647, 0.1648632534, 0.1401156004, 0.1397216759, 0.12140678910000001, 0.1115925705, 0.1056578325, 0.1023573245, 0.1021536205]","0.6015037593984962","True","False","","0.9"
"783612","@GWRHelp Are trains running to Parkway from 1730?","timetable_info","natural","timetable_info","0.9500000000000001","other","0.05","1","[1884635, 1522242, 649551, 1638291, 2731603, 2147848, 1121090, 751454, 1678913, 2672132]","[0.12362395420000001, 0.11201039310000001, 0.094421376, 0.08236346230000001, 0.0818068009, 0.0782372034, 0.07812275090000001, 0.06955632490000001, 0.0687771264, 0.0652256938]","0.6015037593984962","True","False","","0.9"
"2781238","@GWRHelp just out of interest, why is the 17:23 from Reading to Oxford invariably late?","delay_compensation","natural","other","0.9","delay_compensation","0.1","1","[583437, 2120005, 132093, 2306957, 853507, 2962422, 2561393, 251180, 1884635, 1121090]","[0.2186959836, 0.21002312680000002, 0.175322167, 0.1638505918, 0.1528960952, 0.13136623, 0.1210060795, 0.1054170616, 0.1042428683, 0.0766875739]","0.6015037593984962","True","True","intent_other_or_ambiguous","0.8"
"1609855","Wifi ✔
Sockets ✔
@GWRHelp might just be my favourite train company.","praise_or_chatter","natural","praise_or_chatter","0.9500000000000001","other","0.05","1","[2147848, 1724441, 251180, 2672132, 2494213, 1522242, 1502562, 1085021, 66158, 443924]","[0.1338576472, 0.1174724397, 0.11394534490000001, 0.0960334427, 0.0884427618, 0.079961235, 0.0707089051, 0.0683658572, 0.0647484225, 0.0610173581]","0.6015037593984962","False","False","","0.9"
"1561409","@GWRHelp Morning, is the HRW Connect service running as normal today? Aiming to catch 12.11 West Ealing to Paddington later if poss. Cheers","praise_or_chatter","natural","service_disruption","0.92","timetable_info","0.08","1","[2731603, 1884635, 132093, 1841160, 583437, 2561393, 649551, 1724441, 2174311, 1372247]","[0.22109658000000001, 0.2138099837, 0.1673547834, 0.1250529896, 0.1035412203, 0.0963516752, 0.09318327280000001, 0.0783770593, 0.0704386111, 0.06585890650000001]","0.6015037593984962","False","False","","0.8400000000000001"
"2244762","@GWRHelp we are sorry to announce...chippenham To Paddington... Delayed 22 minutes..24 minutes..28 minutes...30 minutes...grrr, just tell us the actual delay ffs","delay_compensation","natural","service_disruption","0.8","other","0.2","1","[132093, 751454, 443924, 2672132, 1841160, 2147848, 251180, 2306957, 1164380, 2494213]","[0.18040103, 0.1562981538, 0.1218796947, 0.1150207495, 0.1129771641, 0.08242827550000001, 0.0753392333, 0.0631008289, 0.0605025239, 0.0598467067]","0.8","False","False","","0.6000000000000001"
"1940666","@GWRHelp 5:30 from Paddington to Swindon delayed, will connecting train 6:43 to Glos be held as next one is cancelled so last for tonight","service_disruption","natural","service_disruption","0.9500000000000001","other","0.05","1","[2494213, 443924, 132093, 1841160, 2731603, 853507, 1121090, 649551, 1164380, 583437]","[0.1806571722, 0.1612731537, 0.1570937996, 0.15355588280000002, 0.1464934659, 0.1092231115, 0.102042846, 0.0900006349, 0.0877058643, 0.0858451934]","0.6015037593984962","False","False","","0.9"
"1960303","@GWRHelp any estimate of when services will resume around NBY? 20:10 from TVP to PAD been stuck at PEW a while now. Facing a late night!","service_disruption","natural","service_disruption","0.9500000000000001","timetable_info","0.05","1","[1121090, 2494213, 2561393, 1884635, 1522242, 2120005, 2534240, 1678913, 2332321, 2812223]","[0.1436990109, 0.1162655645, 0.11452316800000001, 0.0998708901, 0.0766951294, 0.0759074019, 0.075318754, 0.06409282470000001, 0.0640683901, 0.0633869625]","0.6015037593984962","False","False","","0.9"
"580725","@GWRHelp purchased advance MAI to Bath Spa via RDG. 10:31 to RDG. cancelled. I complete my part of the contract in good faith, keep up yours please. Will be claiming refund as matter of principle. Shocking service.","refund_request","targeted:refund_request","refund_request","0.9","service_disruption","0.1","1","[1085021, 1121090, 443924, 673709, 2731603, 2306957, 649551, 613358, 853507, 1317119]","[0.2107874358, 0.1584029426, 0.1343718402, 0.11574940600000001, 0.09255519770000001, 0.0881356518, 0.0832422517, 0.08297621420000001, 0.0749902481, 0.0715606705]","0.6015037593984962","False","False","","0.8"
"733207","@GWRHelp 9:27 from PAD delayed because driver not allowed to drive without a break. Do you have only one driver for this service?","delay_compensation","natural","service_disruption","0.9500000000000001","delay_compensation","0.05","1","[2306957, 443924, 2961832, 2494213, 751454, 853507, 1678913, 1841160, 955931, 2534240]","[0.1434832099, 0.1140342045, 0.1103240749, 0.10694657240000001, 0.0937540238, 0.0913210636, 0.0902568017, 0.08568780420000001, 0.08205136560000001, 0.08115316730000001]","0.6015037593984962","True","False","","0.9"
"1014147","@44464 1928 Didcot - Bristol parkway I can’t sit in my reserved seat, can I get a refund? Heard something on tannoy but didn’t understand!","refund_request","targeted:seat_reservation","refund_request","0.85","seat_reservation","0.15","1","[1011749, 2747972, 1522242, 810043, 1502562, 132093, 2332321, 673709, 1085021, 1841160]","[0.2371788773, 0.1316576826, 0.1241875092, 0.09038850770000001, 0.08821821020000001, 0.0725055245, 0.0691827492, 0.0650460487, 0.0619605467, 0.0555210558]","0.8","False","False","","0.7"
"1208104","Love a delayed train 🤔 @GWRHelp","delay_compensation","natural","other","1.0","delay_compensation","0.2","1","[2306957, 2672132, 1164380, 649551, 2812223, 2494213, 1502562, 1317119, 251180, 66158]","[0.1825384672, 0.1777807033, 0.1347567061, 0.1127738605, 0.10928700870000001, 0.1062509965, 0.08674868200000001, 0.0692350521, 0.045767524500000004, 0.0437099694]","0.6015037593984962","False","True","intent_other_or_ambiguous","0.8"
"926351","Buzzing for a day when I  get on a @GWRHelp train and it is on time, realistically this will be never ☺️","delay_compensation","natural","praise_or_chatter","0.9500000000000001","other","0.05","1","[1164380, 443924, 66158, 2812223, 1317955, 2494213, 2747972, 2306957, 2731603, 673709]","[0.1569103903, 0.1415518328, 0.1327348696, 0.1213688084, 0.11877122600000001, 0.1049219242, 0.1023517243, 0.0968640172, 0.096498315, 0.0893401897]","0.6015037593984962","False","False","","0.9"
"782121","@GWRHelp third time this week the seat reservations have been double booked between didcot &amp; Paddington Can you sort this out please.","seat_reservation","natural","seat_reservation","0.9500000000000001","on_board_issue","0.1","1","[2120005, 2961832, 132093, 1085021, 2306957, 1502562, 1522242, 2534240, 1841160, 810043]","[0.22959424720000002, 0.12071985510000001, 0.11968375170000001, 0.1085013053, 0.1059937609, 0.08944173550000001, 0.081789265, 0.0794732517, 0.07605791370000001, 0.0747049939]","0.6015037593984962","False","False","","0.8500000000000001"
"2514816","@GWRHelp some people would love to get to work on time, maybe just once this year will a train leave southall on time 🤷🏽‍♀️ https://t.co/NC3tcMZwXF","delay_compensation","natural","other","0.9","delay_compensation","0.1","1","[1164380, 2561393, 2494213, 1052825, 2306957, 66158, 1502562, 251180, 1011749, 1724441]","[0.17118617220000001, 0.10675231160000001, 0.09247057060000001, 0.08970444720000001, 0.0770170859, 0.0760506851, 0.0738599134, 0.0736735583, 0.068761659, 0.0659321618]","0.6015037593984962","False","True","intent_other_or_ambiguous","0.8"
"984031","@GWRHelp Hello, are there any disruptions due to engineering works/rail replacement buses between Twyford and Paddington today please?","service_disruption","natural","service_disruption","0.9500000000000001","timetable_info","0.05","1","[1317119, 1678913, 1724441, 132093, 613358, 751454, 2731603, 1085021, 1841160, 2962422]","[0.1503392174, 0.1294514884, 0.1066732952, 0.0945290147, 0.0681429134, 0.0677845168, 0.0654999324, 0.062239118700000005, 0.0591993294, 0.0580734543]","0.6015037593984962","False","False","","0.9"
"1480619","@GWRHelp the 7.35 FFord to BTM was 4 carriages and on time. You remove 2 at Westbury, now 2 carriages and late plus reduced service?","on_board_issue","natural","service_disruption","0.9500000000000001","other","0.05","1","[2494213, 1164380, 443924, 2561393, 751454, 1317955, 54019, 2306957, 2961832, 1372247]","[0.21593281450000001, 0.14387534130000001, 0.1074685253, 0.0988724133, 0.0944869678, 0.0844568559, 0.082899127, 0.0817611569, 0.07802065870000001, 0.0767040605]","0.6015037593984962","True","False","","0.9"
"2233353","@GWRHelp there’s going to be a riot atBristol any minute &amp; its all down to you, piss poor &amp; people are sick of this.","other","natural","other","0.9","","0.0","1","[1678913, 443924, 2672132, 2306957, 2494213, 673709, 2561393, 810043, 1884635, 1121090]","[0.1334004021, 0.1241152625, 0.1169276935, 0.11261633230000001, 0.1088432398, 0.1027665296, 0.1021512685, 0.0885110204, 0.0593481124, 0.0581833291]","0.6015037593984962","False","True","intent_other_or_ambiguous","0.9"
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","natural","timetable_info","0.92","service_disruption","0.18","1","[1164380, 251180, 673709, 2147848, 1884635, 1011749, 2332321, 2120005, 443924, 2534240]","[0.1337786464, 0.12392282240000001, 0.11582066140000001, 0.1157615991, 0.1154313321, 0.11207724590000001, 0.1065496298, 0.1004245102, 0.0918857693, 0.0886139703]","0.6015037593984962","False","False","","0.74"
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","targeted:refund_request","refund_request","0.9500000000000001","other","0.05","1","[605222, 1011749, 2494213, 1372247, 1638291, 2332321, 613358, 2534240, 2731603, 1724441]","[0.11614711100000001, 0.1066287648, 0.09864638690000001, 0.06798315120000001, 0.0633110145, 0.0578205236, 0.0577560083, 0.057252336200000004, 0.050401894100000004, 0.0499577581]","0.6015037593984962","False","False","","0.9"
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","on_board_issue","natural","on_board_issue","0.92","other","0.08","1","[2332321, 2747972, 1638291, 810043, 1052825, 1844212, 2494213, 1678913, 2672132, 1666148]","[0.1289368307, 0.1000482203, 0.0999466391, 0.0921435839, 0.059621423300000004, 0.0590033301, 0.0527951963, 0.051193566700000005, 0.0507432076, 0.049869046]","0.6015037593984962","True","False","","0.8400000000000001"
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","seat_reservation","targeted:seat_reservation","seat_reservation","0.9500000000000001","booking_issue","0.05","1","[1884635, 2672132, 1841160, 1121090, 2306957, 1724441, 2961832, 2747972, 1164380, 751454]","[0.221546348, 0.1644665566, 0.15719618870000002, 0.1504596235, 0.1465461278, 0.1452102964, 0.1254289689, 0.10475580350000001, 0.102507652, 0.09953492950000001]","0.6015037593984962","False","False","","0.9"
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","on_board_issue","natural","timetable_info","0.85","on_board_issue","0.15","1","[2494213, 2120005, 2306957, 583437, 443924, 2731603, 649551, 2962422, 673709, 1666148]","[0.2156183945, 0.16803180280000002, 0.1419595952, 0.1317344247, 0.1169832826, 0.1053153585, 0.10478495560000001, 0.10031772580000001, 0.0947169373, 0.0933332716]","0.8","False","False","","0.7"
"1690006","@GWRHelp hi, I'm waiting for a cheque to arrive from you. Could you let me know if it has been sent yet? I have a reference number.","refund_request","natural","refund_request","0.9","other","0.2","1","[755688, 2306957, 2961832, 1678913, 2812223, 2120005, 1844212, 1317955, 955931, 1121090]","[0.21237403970000002, 0.144735951, 0.12314394570000001, 0.11872818480000001, 0.10568603260000001, 0.100846342, 0.09425362050000001, 0.0837981928, 0.08083496500000001, 0.07916549690000001]","0.6015037593984962","False","False","","0.7"
"582246","@GWRHelp So I’m sat on the stalled 12.30 train to Bristol at Chippenham, &amp; will miss my connection to Cardiff to watch a show. I presume you’ll reimburse my show tickets? Email address please...","refund_request","targeted:refund_request","delay_compensation","0.9500000000000001","other","0.05","1","[2672132, 2494213, 1638291, 1085021, 2306957, 613358, 443924, 1724441, 1011749, 1844212]","[0.1776178094, 0.17180392700000002, 0.1243769398, 0.1179835169, 0.1178527708, 0.11506228760000001, 0.10702225950000001, 0.0988790383, 0.0927456789, 0.0860997236]","0.6015037593984962","False","False","","0.9"
"1118351","13Oct @GWRHelp 0958Malvern-London CANCELLED again! 1236-London CANCELLED 1251-Weymouth DELAYED by another GWR train what's GREAT about that?","service_disruption","natural","service_disruption","0.9500000000000001","other","0.05","1","[251180, 2120005, 132093, 2672132, 1011749, 2332321, 673709, 1841160, 1953006, 2812223]","[0.4175803692, 0.1943730341, 0.15427592110000002, 0.1162520957, 0.0985229499, 0.07891382570000001, 0.0728878265, 0.0666275929, 0.064192754, 0.0634479162]","0.6015037593984962","True","False","","0.9"
"69045","@GWRHelp the conductor on the 9:23 from Exmouth has an utterly disgusting attitude and has just humiliated me on a packed train #Ableism","on_board_issue","natural","on_board_issue","0.9500000000000001","other","0.05","1","[1522242, 2962422, 1724441, 2120005, 2306957, 251180, 443924, 1372247, 1052825, 2961832]","[0.2415300867, 0.14454847910000002, 0.1318977767, 0.1307158675, 0.12388222950000001, 0.1081287475, 0.1053575682, 0.10485654550000001, 0.09639205590000001, 0.0945364214]","0.6015037593984962","False","False","","0.9"
"1085970","@GWRHelp Got to Paddington at 17:50 and still not in Reading. On a weekend I have to drive to Maidenhead to get train to work instead.","delay_compensation","natural","service_disruption","0.85","delay_compensation","0.15","1","[2494213, 649551, 132093, 751454, 955931, 66158, 2747972, 1724441, 1841160, 2306957]","[0.1884146894, 0.1397337421, 0.1384693861, 0.1154177391, 0.11530673970000001, 0.10026052640000001, 0.09896744440000001, 0.0988299079, 0.0867172352, 0.0800113782]","0.8","False","False","","0.7"
"1786857","@GWRHelp is there some sort of route for official complaints about service? 16.22 from Bristol TM is a joke.","other","natural","other","0.9","service_disruption","0.1","1","[1844212, 2174311, 1011749, 2561393, 2731603, 2306957, 1841160, 1121090, 132093, 673709]","[0.1540255054, 0.1226259244, 0.1224220426, 0.1069673216, 0.1000063278, 0.0968851711, 0.0780577289, 0.0767864287, 0.0726568217, 0.0713935371]","0.6015037593984962","True","True","intent_other_or_ambiguous","0.8"
"121436","@GWRHelp the 22.21 Paddington to Bedwyn is showing as delayed boarding 7 mins late. Please can you request that Maidenhead hold the connection to Marlow to allow people like me to get home on this cold evening. Thank you","delay_compensation","natural","service_disruption","0.92","other","0.08","1","[2494213, 2561393, 2306957, 2672132, 443924, 2332321, 2731603, 1085021, 1011749, 2534240]","[0.2257865139, 0.1614390412, 0.158912197, 0.1245999619, 0.11794218840000001, 0.1167862811, 0.11522466540000001, 0.0975218454, 0.0940244125, 0.0911749339]","0.6015037593984962","False","False","","0.8400000000000001"
"2631819","@GWRHelp Trains a mess at Bath Spa this evening. No room even to get on late running Portsmouth Harbour train...Not good enough.","on_board_issue","natural","on_board_issue","0.9500000000000001","other","0.05","1","[2494213, 2147848, 1884635, 1638291, 1164380, 54019, 1085021, 1011749, 883928, 2561393]","[0.1863776103, 0.1163160844, 0.11263789340000001, 0.1043717552, 0.0996992639, 0.084377344, 0.07950239890000001, 0.07676868020000001, 0.0758993933, 0.0757377711]","0.6015037593984962","False","False","","0.9"
"751442","@GWRHelp hi are doing anything on Saturday to help people get to Guildford for the University open day given the issues at Reading?","timetable_info","natural","service_disruption","0.92","timetable_info","0.08","1","[2494213, 2961832, 1011749, 1678913, 1884635, 673709, 2306957, 2174311, 751454, 443924]","[0.1492775784, 0.1491423479, 0.1077392258, 0.1075462487, 0.1069491615, 0.10568323090000001, 0.1027312254, 0.0978687575, 0.095900947, 0.0922229697]","0.6015037593984962","False","False","","0.8400000000000001"
"912814","@GWRHelp Big shout out to Kirk the onboard guard who helped us get our tickets on the 2202 North Camp to Gatwick. #superservice #topbloke","praise_or_chatter","natural","praise_or_chatter","0.98","other","0.02","1","[1372247, 2306957, 443924, 1011749, 2747972, 1052825, 2962422, 2494213, 1724441, 1164380]","[0.46993346750000003, 0.1377176159, 0.1117389297, 0.0999880654, 0.0792115203, 0.0689582368, 0.0646916864, 0.0615572925, 0.0603379781, 0.053803416800000003]","0.6015037593984962","True","False","","0.96"
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","targeted:booking_issue","booking_issue","0.92","other","0.08","1","[1678913, 1884635, 2812223, 1121090, 2306957, 2672132, 2534240, 2747972, 2561393, 673709]","[0.1691545486, 0.1417982277, 0.1041825936, 0.1003125648, 0.0981426103, 0.0950874714, 0.0846647241, 0.0741383499, 0.0698422068, 0.0696724101]","0.6015037593984962","True","False","","0.8400000000000001"
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","service_disruption","natural","service_disruption","0.9500000000000001","other","0.05","1","[1522242, 2731603, 2306957, 2494213, 583437, 443924, 2561393, 1502562, 2174311, 1164380]","[0.2510807049, 0.1712649255, 0.1481804736, 0.1401777989, 0.1093203189, 0.1050509778, 0.0891513313, 0.074000165, 0.0516309296, 0.050707690400000005]","0.6015037593984962","False","False","","0.9"
"59200","#really https://t.co/ICrWwBRkY6","other","natural","praise_or_chatter","0.9","other","0.1","1","[54019]","[0.15533034140000002]","0.6015037593984962","False","False","","0.8"
"2534231","@GWRHelp @ just 2 coaches rescued from a museum for Portsmouth to Brighton. Rubbish.","on_board_issue","natural","on_board_issue","0.9","other","0.1","1","[1638291, 251180, 2672132, 2962422, 2147848, 2961832, 1522242, 2174311, 1841160, 132093]","[0.1915122427, 0.1697100303, 0.09912967830000001, 0.0926855463, 0.08096917640000001, 0.07496707600000001, 0.0747732645, 0.0724000768, 0.0712233751, 0.0648555705]","0.6015037593984962","False","False","","0.8"
"2221735","@GWRHelp hi, any idea when adv tickets will come available for Sunday 10/12 PAD -EXD ? Ta","booking_issue","natural","booking_issue","0.9500000000000001","timetable_info","0.1","1","[1678913, 1884635, 1121090, 2812223, 1844212, 613358, 2174311, 2961832, 1085021, 2306957]","[0.1482714298, 0.1166898576, 0.0906265599, 0.0769631564, 0.0748201563, 0.06860044480000001, 0.0671409626, 0.06319900690000001, 0.0575183973, 0.0443330662]","0.6015037593984962","True","False","","0.8500000000000001"
"1854871","Train from Newbury to Maidenhead absolutely rammed as usual. 3 carriages not enough ! ! @GWRHelp","on_board_issue","natural","on_board_issue","0.9500000000000001","","0.0","1","[751454, 251180, 2731603, 649551, 1638291, 54019, 755688, 2561393, 2494213, 1121090]","[0.20221250940000002, 0.158629287, 0.1248165848, 0.1062344828, 0.0996356053, 0.0726926073, 0.06298384600000001, 0.060718722, 0.059170748100000004, 0.0559259682]","0.6015037593984962","True","False","","0.9500000000000001"
"145571","@GWRHelp there was a train from Paddington to Cardiff last night (after 9pm) that was cancelled, I believe, but can't go back far enough on your tools to pinpoint it. Any help? Thanks.","service_disruption","natural","service_disruption","0.9500000000000001","other","0.05","1","[1050136, 2332321, 251180, 54019, 133166, 1638291, 132093, 443924, 1011749, 613358]","[0.1610044943, 0.1437169263, 0.1420744075, 0.13038085400000002, 0.12197768240000001, 0.11596075310000001, 0.11567601400000001, 0.1047209822, 0.0988477816, 0.0911916867]","0.6015037593984962","False","False","","0.9"
"2828411","This delayed trains business is not very fun #ColdConcreteOffice @GWRHelp https://t.co/rROhTjHvIK","service_disruption","natural","other","0.9","delay_compensation","0.1","1","[2306957, 1884635, 1502562, 1164380, 2494213, 810043, 649551, 1121090, 613358, 2120005]","[0.1283227957, 0.1203066104, 0.094580916, 0.0904055743, 0.0881798746, 0.0813366502, 0.075509823, 0.0745089392, 0.0689667702, 0.062241071]","0.6015037593984962","False","True","intent_other_or_ambiguous","0.8"
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","targeted:lost_property","lost_property","0.97","other","0.03","0","[2747972, 2672132, 755688, 1011749, 443924, 1085021, 583437, 2494213, 66158, 673709]","[0.1956999054, 0.1836568931, 0.17054134270000001, 0.1624375797, 0.1470679139, 0.1379309628, 0.12724553190000001, 0.11558188800000001, 0.1141072679, 0.1090779887]","0.6015037593984962","True","True","corpus_coverage_zero","0.94"
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","natural","service_disruption","0.9500000000000001","delay_compensation","0.1","1","[2672132, 649551, 673709, 1317119, 2494213, 1121090, 2306957, 443924, 613358, 1844212]","[0.1895595598, 0.1755132067, 0.1378400136, 0.11754607930000001, 0.1166007231, 0.1042338304, 0.0925339216, 0.0806585704, 0.077025929, 0.0723214927]","0.6015037593984962","False","False","","0.8500000000000001"
