"query_root_id","query_text","query_intent","rank","doc_root_id","doc_text","doc_response","doc_response_type","doc_intent","score","grade","notes"
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","on_board_issue","1","2494213","Why did you not hold the Swindon train at Westbury for one minute for the delayed Cardiff central train to get in? I’ll now be 1 hour late @GWRHelp","@245634 No, not at all. We are certainly not where we'd like to be. Our aim is to respond within 20 days and our Customer Support team are working hard to do this. Natalie","informational","delay_compensation","0.2156183944899656","0",""
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","on_board_issue","2","2120005","@GWRHelp Why has the 6:44 from Reading to London been cancelled again? Twice this week !!","@260248 Hi Paul. I'm very sorry about this. This has been cancelled because of a fault on this train. Natalie","resolution","service_disruption","0.1680318028243309","0",""
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","on_board_issue","3","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.1419595952242033","0",""
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","on_board_issue","4","583437","@GWRHelp is the 13.41 from Reading station to Sheffield cancelled??","@257610 Hi Georgie. This a @121428 service, it looks like it has been cancelled. Rachel","resolution","service_disruption","0.1317344246961295","0",""
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","on_board_issue","5","443924","@GWRHelp I was sitting on the RDG-TLH train and you suddenly decide to cancel it as you “can’t find the driver”? What’s going on? How can it be acceptable to make us all wait a further 30 mins for the next service?","@220166 Apologies Claire, this train has been cancelled because of a shortage of train crew. The next available is the 2157. Phil.","resolution","service_disruption","0.1169832825606298","0",""
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","1","2672132","@GWRHelp just got in on delayed train &amp; missed my connection. Had to buy another ticket @ £51.20. You guys are paying for that right?","@752379 Normally when this happens you just need to get the original ticket endorsed by staff to travel later. 1/2","informational","delay_compensation","0.1895595597643965","2",""
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","2","649551","Got to love @GWRHelp website as reliable as the trains.","@274409 Can you please try clearing your cache &amp; cookies and try another browser. Let me know if this helps?
 Rach","informational","booking_issue","0.1755132066934939","0",""
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","3","673709","@120244 @GWRHelp @nationalrailenq Can anything be done about the timing of the 08:27 NWP-CDF in future timetables so it doesn't spend 5 mins waiting for a CDF platform &amp; then get overtaken by the train running 5 mins behind it?","@142390 @120244 @nationalrailenq Hi Nicky. The timetable can be quite complicated as timings for the entire route need to be taken into consideration. I will make sure your feedback is recorded for reporting. Lewis","informational","timetable_info","0.1378400135683406","0",""
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","4","1317119","I do love missing an important Civil Litigation LPC lesson due to an number of cancelled @GWRHelp trains. Great start to a Friday!","@427657 We don't run trains to Machester Picc, this would be CrossCountry. The 0841 service was cancelled due to a track fault. Rach","resolution","service_disruption","0.1175460793103767","0",""
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","5","2494213","Why did you not hold the Swindon train at Westbury for one minute for the delayed Cardiff central train to get in? I’ll now be 1 hour late @GWRHelp","@245634 No, not at all. We are certainly not where we'd like to be. Our aim is to respond within 20 days and our Customer Support team are working hard to do this. Natalie","informational","delay_compensation","0.1166007231377715","0",""
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","1","1164380","@GWRHelp Screen at LGW says 'delayed' so I wait in waiting room. Train comes and goes on time. Guard says 'computer error, it wasn't delayed","@393903 I will make sure this is reported Kathy. Apologies for this  - Josh","informational","on_board_issue","0.1337786464420461","0",""
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","2","251180","#gwr train from Burnham to London just cancelled again. Why? @GWRHelp","@175725 Hi Lily, sorry for the delay today this is because of staff shortages. -Andy","informational","service_disruption","0.1239228223560769","1",""
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","3","673709","@120244 @GWRHelp @nationalrailenq Can anything be done about the timing of the 08:27 NWP-CDF in future timetables so it doesn't spend 5 mins waiting for a CDF platform &amp; then get overtaken by the train running 5 mins behind it?","@142390 @120244 @nationalrailenq Hi Nicky. The timetable can be quite complicated as timings for the entire route need to be taken into consideration. I will make sure your feedback is recorded for reporting. Lewis","informational","timetable_info","0.1158206614264265","0",""
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","4","2147848","'@GWRHelp Just wanted to commend the clean portable conveniences at Castle Cary. Possibly the best I've ever used. If I lived opposite, I'd consider using them over my own. I might even take residence. I'm not even being sarcastic, they are just great #toilets. #gwr #trains #clc","@395981 Hi Daniel. I'll make sure your praise gets passed to the Station Team. Lewis","informational","praise_or_chatter","0.1157615990595716","0",""
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","5","1884635","@GWRHelp Hi, is the 0849 GCR to PAD running this morning?","@562328 I'm afraid it has been cancelled - Apologies. 0842 runs to Bristol Parkway, where you can board 0932 to Paddington arriving 1059. Phil.","resolution","timetable_info","0.1154313320899408","2",""
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","service_disruption","1","1522242","@GWRHelp What’s going on at didcot parkway girlfriend has just been kicked off train with everyone else","@473065 Hi James. This service has been cancelled due to a fault on this train. Has your girlfriend had an update? Rach","resolution","service_disruption","0.2510807049305447","2",""
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","service_disruption","2","2731603","@GWRHelp What is going on with 16.49 from BRI to AVF? NR website suggests it is cancelled as well as running as normal!? Please advise. Also, can we have 3 carriages please?","@132693 Hi Ed. The original service has been cancelled but we have a train in place that will run between Bristol Temple Meads and Weymouth so the 1649 from BRI to AVF will run. Natalie","resolution","service_disruption","0.1712649255144659","2",""
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","service_disruption","3","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.148180473648841","0",""
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","service_disruption","4","2494213","Why did you not hold the Swindon train at Westbury for one minute for the delayed Cardiff central train to get in? I’ll now be 1 hour late @GWRHelp","@245634 No, not at all. We are certainly not where we'd like to be. Our aim is to respond within 20 days and our Customer Support team are working hard to do this. Natalie","informational","delay_compensation","0.1401777989021533","0",""
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","service_disruption","5","583437","@GWRHelp is the 13.41 from Reading station to Sheffield cancelled??","@257610 Hi Georgie. This a @121428 service, it looks like it has been cancelled. Rachel","resolution","service_disruption","0.1093203189499012","1",""
"1561409","@GWRHelp Morning, is the HRW Connect service running as normal today? Aiming to catch 12.11 West Ealing to Paddington later if poss. Cheers","praise_or_chatter","1","2731603","@GWRHelp What is going on with 16.49 from BRI to AVF? NR website suggests it is cancelled as well as running as normal!? Please advise. Also, can we have 3 carriages please?","@132693 Hi Ed. The original service has been cancelled but we have a train in place that will run between Bristol Temple Meads and Weymouth so the 1649 from BRI to AVF will run. Natalie","resolution","service_disruption","0.2210965800411827","2",""
"1561409","@GWRHelp Morning, is the HRW Connect service running as normal today? Aiming to catch 12.11 West Ealing to Paddington later if poss. Cheers","praise_or_chatter","2","1884635","@GWRHelp Hi, is the 0849 GCR to PAD running this morning?","@562328 I'm afraid it has been cancelled - Apologies. 0842 runs to Bristol Parkway, where you can board 0932 to Paddington arriving 1059. Phil.","resolution","timetable_info","0.2138099836824428","2",""
"1561409","@GWRHelp Morning, is the HRW Connect service running as normal today? Aiming to catch 12.11 West Ealing to Paddington later if poss. Cheers","praise_or_chatter","3","132093","@GWRHelp why is 7:34 from Didcot to Paddington cancelled - AGAIN !!?","@121325 Hello. This train has been cancelled because of more trains than usual needing repairs at the same time. Sorry for the disruption. - Jordan","resolution","service_disruption","0.1673547834261261","2",""
"1561409","@GWRHelp Morning, is the HRW Connect service running as normal today? Aiming to catch 12.11 West Ealing to Paddington later if poss. Cheers","praise_or_chatter","4","1841160","@GWRHelp Standing from Swindon to Paddington this morning. Most seats reserved for one-off travellers what about season ticket holders?? https://t.co/SL5P96btxl","@551760 Hello Jason. I am sorry for the busy train this morning. Another service was cancelled due to a train fault at Swindon. - Jordan","resolution","seat_reservation","0.1250529895676545","1",""
"1561409","@GWRHelp Morning, is the HRW Connect service running as normal today? Aiming to catch 12.11 West Ealing to Paddington later if poss. Cheers","praise_or_chatter","5","583437","@GWRHelp is the 13.41 from Reading station to Sheffield cancelled??","@257610 Hi Georgie. This a @121428 service, it looks like it has been cancelled. Rachel","resolution","service_disruption","0.1035412202586728","2",""
"782121","@GWRHelp third time this week the seat reservations have been double booked between didcot &amp; Paddington Can you sort this out please.","seat_reservation","1","2120005","@GWRHelp Why has the 6:44 from Reading to London been cancelled again? Twice this week !!","@260248 Hi Paul. I'm very sorry about this. This has been cancelled because of a fault on this train. Natalie","resolution","service_disruption","0.2295942472061815","0",""
"782121","@GWRHelp third time this week the seat reservations have been double booked between didcot &amp; Paddington Can you sort this out please.","seat_reservation","2","2961832","@GWRHelp have collected tickets for tomorrow from newton abbot to reading and it has only printed one ticket and 2 seat reservations plus receipt. Open ticket for 7.32 missing. Help!","@620297 Normally this needs to raised at the station at the time. Staff can then check the machine. Do you have a booking reference I can check please? Lewis","informational","seat_reservation","0.1207198551279714","1",""
"782121","@GWRHelp third time this week the seat reservations have been double booked between didcot &amp; Paddington Can you sort this out please.","seat_reservation","3","132093","@GWRHelp why is 7:34 from Didcot to Paddington cancelled - AGAIN !!?","@121325 Hello. This train has been cancelled because of more trains than usual needing repairs at the same time. Sorry for the disruption. - Jordan","resolution","service_disruption","0.1196837516681072","0",""
"782121","@GWRHelp third time this week the seat reservations have been double booked between didcot &amp; Paddington Can you sort this out please.","seat_reservation","4","1085021","@GWRHelp you canceled the 10:42 Melksham to Bath train can I have my money back please","@375945 Hi Haz, apologies for the delayed response and difficulty on your journeys today - Which service from Trowbrigde was cancelled please? Phil.","resolution","refund_request","0.1085013053465153","0",""
"782121","@GWRHelp third time this week the seat reservations have been double booked between didcot &amp; Paddington Can you sort this out please.","seat_reservation","5","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.105993760946899","0",""
"2189442","@GWRHelp am I gonna get more than £10 off my monthly ticket this month? Bc almost every train has been delayed incl 1.5 hrs y’day!","delay_compensation","1","1522242","@GWRHelp What’s going on at didcot parkway girlfriend has just been kicked off train with everyone else","@473065 Hi James. This service has been cancelled due to a fault on this train. Has your girlfriend had an update? Rach","resolution","service_disruption","0.1547492628831661","0",""
"2189442","@GWRHelp am I gonna get more than £10 off my monthly ticket this month? Bc almost every train has been delayed incl 1.5 hrs y’day!","delay_compensation","2","2120005","@GWRHelp Why has the 6:44 from Reading to London been cancelled again? Twice this week !!","@260248 Hi Paul. I'm very sorry about this. This has been cancelled because of a fault on this train. Natalie","resolution","service_disruption","0.1432164651233996","0",""
"2189442","@GWRHelp am I gonna get more than £10 off my monthly ticket this month? Bc almost every train has been delayed incl 1.5 hrs y’day!","delay_compensation","3","1841160","@GWRHelp Standing from Swindon to Paddington this morning. Most seats reserved for one-off travellers what about season ticket holders?? https://t.co/SL5P96btxl","@551760 Hello Jason. I am sorry for the busy train this morning. Another service was cancelled due to a train fault at Swindon. - Jordan","resolution","seat_reservation","0.1136522334695531","0",""
"2189442","@GWRHelp am I gonna get more than £10 off my monthly ticket this month? Bc almost every train has been delayed incl 1.5 hrs y’day!","delay_compensation","4","1011749","@GWRHelp why did the 19:05 from bristol to london get cancelled? can i get my money back?","@359386 Hi Noah. Sorry for this. It was cancelled due to a shortage of drivers I'm afraid. Lewis","resolution","refund_request","0.1035998545477979","0",""
"2189442","@GWRHelp am I gonna get more than £10 off my monthly ticket this month? Bc almost every train has been delayed incl 1.5 hrs y’day!","delay_compensation","5","2672132","@GWRHelp just got in on delayed train &amp; missed my connection. Had to buy another ticket @ £51.20. You guys are paying for that right?","@752379 Normally when this happens you just need to get the original ticket endorsed by staff to travel later. 1/2","informational","delay_compensation","0.1030055193366561","1",""
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","on_board_issue","1","2332321","@GWRHelp Morning.  I got an alert that 0621 Twy to Pad cancelled but not 0653. Can you feed back pls. Also what happened to the 53?","@287196 Hi Nics. Sorry to hear this - Was this an SMS alert? Can you DM your number if so? 0653 was cancelled due to a problem currently under investigation. Phil. https://t.co/Fg4VGS9qNo","resolution","service_disruption","0.1289368307470809","0",""
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","on_board_issue","2","2747972","@GWRHelp Your web site is still broken, I can't book tickets! How can something so fundamental get bust in the first place and why has it taken you &gt; 1 day to fix it?","@265107 Hi Luke. Sorry to hear this. Can you please try clearing your cache &amp; cookies and try another browser?
 Let me know if that helps. Rach","informational","booking_issue","0.1000482202886143","0",""
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","on_board_issue","3","1638291","Pay so much money for trains and @GWRHelp don't bother with reservations and put a 2 coach train from Cardiff to Portsmouth. Fab👍","@500987 Glad you've got a seat. When this happens there should be an announcement. I'll make sure this gets recorded for reporting. Lewis","informational","seat_reservation","0.0999466391012345","1",""
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","on_board_issue","4","810043","standard response @gwrhelp &amp; it’s not your fault (ie the cust serv person reading this) but pls understand we’re asking a specific question https://t.co/xjdYmMnLuF","@281071 I can't advise on this I'm afraid, but I'll try to find out. Who is the third party you mention? Phil.","informational","other","0.0921435839214148","0",""
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","on_board_issue","5","1052825","@GWRHelp Can I upgrade to 1st class on the 1606 PAD-PLY train itself?  If so, how much would it cost?","@295464 1/2 Hi. You can do yes. It will be the difference between your current ticket and the first class fare on board.- Josh","informational","other","0.0596214233195695","1",""
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","1","1678913","@GWRHelp: Have you released advance tickets for New Years Day yet, or are you not releasing any?","@287712 Hi. The timetable is very complicated but I'll make sure your feedback concerning this recorded for reporting. Lewis","informational","booking_issue","0.169154548592077","0",""
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","2","1884635","@GWRHelp Hi, is the 0849 GCR to PAD running this morning?","@562328 I'm afraid it has been cancelled - Apologies. 0842 runs to Bristol Parkway, where you can board 0932 to Paddington arriving 1059. Phil.","resolution","timetable_info","0.1417982276901859","0",""
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","3","2812223","@GWRHelp YAY! 07:51 Train cancelled. And what I love is when you're waiting for the 07:51 from Burnham and a train goes speeding through!!!","@120655 Hi. Sorry for the cancellation. This was due to a train fault. We do always look at the possibility of arranging additional stops when this happens but it isn't always possible I'm afraid. Lewis","informational","service_disruption","0.1041825935857154","0",""
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","4","1121090","Hi @GWRHelp is it true your short of trains as you keep cancelling the 6:10 from swindon and turning into the 6:40 to Cheltenham?","@145459 Hi there. No this isn't true. This service was cancelled due to a broken down train earlier this morning. Rach","resolution","service_disruption","0.1003125648330562","0",""
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","5","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.0981426103088348","0",""
"582246","@GWRHelp So I’m sat on the stalled 12.30 train to Bristol at Chippenham, &amp; will miss my connection to Cardiff to watch a show. I presume you’ll reimburse my show tickets? Email address please...","refund_request","1","2672132","@GWRHelp just got in on delayed train &amp; missed my connection. Had to buy another ticket @ £51.20. You guys are paying for that right?","@752379 Normally when this happens you just need to get the original ticket endorsed by staff to travel later. 1/2","informational","delay_compensation","0.1776178094078869","1",""
"582246","@GWRHelp So I’m sat on the stalled 12.30 train to Bristol at Chippenham, &amp; will miss my connection to Cardiff to watch a show. I presume you’ll reimburse my show tickets? Email address please...","refund_request","2","2494213","Why did you not hold the Swindon train at Westbury for one minute for the delayed Cardiff central train to get in? I’ll now be 1 hour late @GWRHelp","@245634 No, not at all. We are certainly not where we'd like to be. Our aim is to respond within 20 days and our Customer Support team are working hard to do this. Natalie","informational","delay_compensation","0.1718039270093362","0",""
"582246","@GWRHelp So I’m sat on the stalled 12.30 train to Bristol at Chippenham, &amp; will miss my connection to Cardiff to watch a show. I presume you’ll reimburse my show tickets? Email address please...","refund_request","3","1638291","Pay so much money for trains and @GWRHelp don't bother with reservations and put a 2 coach train from Cardiff to Portsmouth. Fab👍","@500987 Glad you've got a seat. When this happens there should be an announcement. I'll make sure this gets recorded for reporting. Lewis","informational","seat_reservation","0.1243769397667979","0",""
"582246","@GWRHelp So I’m sat on the stalled 12.30 train to Bristol at Chippenham, &amp; will miss my connection to Cardiff to watch a show. I presume you’ll reimburse my show tickets? Email address please...","refund_request","4","1085021","@GWRHelp you canceled the 10:42 Melksham to Bath train can I have my money back please","@375945 Hi Haz, apologies for the delayed response and difficulty on your journeys today - Which service from Trowbrigde was cancelled please? Phil.","resolution","refund_request","0.1179835169276294","2",""
"582246","@GWRHelp So I’m sat on the stalled 12.30 train to Bristol at Chippenham, &amp; will miss my connection to Cardiff to watch a show. I presume you’ll reimburse my show tickets? Email address please...","refund_request","5","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.1178527707664202","0",""
"1267080","On board Coach K of @GWRHelp 800006. https://t.co/fYDADGzpKz","seat_reservation","1","2962422","@GWRHelp Unbelievable: today, no leaves on-the-line, or, signal failure (08:02 from Reading), just a technical fault on-board. Why?","@585940 The reason for today's delay has not been attributed as yet, which means I can't advise I'm afraid. Phil.","informational","delay_compensation","0.2141657438667922","0",""
"1267080","On board Coach K of @GWRHelp 800006. https://t.co/fYDADGzpKz","seat_reservation","2","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.0925013459903852","0",""
"1267080","On board Coach K of @GWRHelp 800006. https://t.co/fYDADGzpKz","seat_reservation","3","1638291","Pay so much money for trains and @GWRHelp don't bother with reservations and put a 2 coach train from Cardiff to Portsmouth. Fab👍","@500987 Glad you've got a seat. When this happens there should be an announcement. I'll make sure this gets recorded for reporting. Lewis","informational","seat_reservation","0.0905197086046997","1",""
"1267080","On board Coach K of @GWRHelp 800006. https://t.co/fYDADGzpKz","seat_reservation","4","1317119","I do love missing an important Civil Litigation LPC lesson due to an number of cancelled @GWRHelp trains. Great start to a Friday!","@427657 We don't run trains to Machester Picc, this would be CrossCountry. The 0841 service was cancelled due to a track fault. Rach","resolution","service_disruption","0.0534421639583709","0",""
"1267080","On board Coach K of @GWRHelp 800006. https://t.co/fYDADGzpKz","seat_reservation","5","1121090","Hi @GWRHelp is it true your short of trains as you keep cancelling the 6:10 from swindon and turning into the 6:40 to Cheltenham?","@145459 Hi there. No this isn't true. This service was cancelled due to a broken down train earlier this morning. Rach","resolution","service_disruption","0.0527504005413448","0",""
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","seat_reservation","1","1884635","@GWRHelp Hi, is the 0849 GCR to PAD running this morning?","@562328 I'm afraid it has been cancelled - Apologies. 0842 runs to Bristol Parkway, where you can board 0932 to Paddington arriving 1059. Phil.","resolution","timetable_info","0.221546348039032","0",""
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","seat_reservation","2","2672132","@GWRHelp just got in on delayed train &amp; missed my connection. Had to buy another ticket @ £51.20. You guys are paying for that right?","@752379 Normally when this happens you just need to get the original ticket endorsed by staff to travel later. 1/2","informational","delay_compensation","0.1644665565762046","0",""
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","seat_reservation","3","1841160","@GWRHelp Standing from Swindon to Paddington this morning. Most seats reserved for one-off travellers what about season ticket holders?? https://t.co/SL5P96btxl","@551760 Hello Jason. I am sorry for the busy train this morning. Another service was cancelled due to a train fault at Swindon. - Jordan","resolution","seat_reservation","0.1571961887341302","1",""
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","seat_reservation","4","1121090","Hi @GWRHelp is it true your short of trains as you keep cancelling the 6:10 from swindon and turning into the 6:40 to Cheltenham?","@145459 Hi there. No this isn't true. This service was cancelled due to a broken down train earlier this morning. Rach","resolution","service_disruption","0.1504596234766778","0",""
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","seat_reservation","5","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.1465461278344604","0",""
