root_id,customer_text,intent,confidence,notes
1581149,@GWRHelp any reason for late notice of cancellation of 0744 CPM - BRI? Was 6 mins late and just now cancelled? No time to make other plans!,service_disruption,,
2887424,Could you kindly confirm @GWRHelp if the 1410 SOU-CDF service will be a proper cross country Class 158 unit or another one of these? I want to know whether to spend an hour in Romsey or endure this for 2 hours #worstgroup https://t.co/z7TYhoVZHx,timetable_info,,
608298,"@GWRHelp I'm trying to buy a return ticket to London via your website yet when I click on what station I want to collect my ticket from (ticket machine), Penzance isn't listed! Why? I would hate to have to use another online booking site.",booking_issue,,
1941037,@GWRHelp pure curiosity here: 2115 PAD to TWY formed of 7 coaches - only first 5 usable. Why?,on_board_issue,,
624006,"@GWRHelp I don't suppose anyone has handed in a handmade felted wool brooch. Lost between Didcot and Oxford yesterday.  Depicts blue sky, green field, red embroidered poppies. Fingers crossed.",lost_property,,
1834195,@GWRHelp Has Bramley Station closed? I’ve not seen it open for ticket sales around 7:00 am all week.,other,,
49448,"To give @GWRHelp their due, the driver did at least apologise for their impossibly shit service today.",praise_or_chatter,,
759386,@GWRHelp why is the 20:22 PAD-OX showing as 10 minutes delayed?,delay_compensation,,
1879456,@GWRHelp lights are not working on the southbound platform at Cam &amp; Dursley station.  Can they be fixed as it was quite dark this morning,other,,
2675208,@GWRHelp hiya. Are your Hayes and Harlington to Paddington services running today in this disruption. Trying to get Hayes-Acton Mainline,service_disruption,,
751434,@GWRHelp whose idea to half the train length of an already packed to brim train. 18:18 from Paddington is a joke,on_board_issue,,
1438867,"@GWRHelp Hi, I want to take a surfboard on the 18:52 train from Par to Reading in a few days time. Is this possible? Thanks",other,,
2634367,@GWRHelp shiny new train - 19.00 Lon-Bath - same #hopeless service - still at Paddington,delay_compensation,,
106406,"@GWRHelp hello my friend left a Bath Gin bag on the most recent reading to Redhill service, containing two bottles. Any chance someone has seen it and handed it in?",lost_property,,
2607170,"@GWRHelp Cheltenham to Bristol TM is 9.30 on ticket machine, but the railcard makes it £12? Why does a railcard increase the price so much?",other,,
1874388,"@GWRHelp what services is your new class 800 trains operating on Saturday and Sunday, want to go and see it as I am a train enthusiast",timetable_info,,
1058447,.@GWRHelp You have surpassed yrselves by leaving 14 yr old girls alone on a platform at Exmouth due to yr incompetence and lack of planning!,service_disruption,,
1070216,"@GWRHelp hey, what’s the reason for the late running 13:30 RDG - PAD? Thanks",delay_compensation,,
30684,@GWRHelp do the contactless readers on the ticket machines not work? They make a strange noise and the light goes out when I try to use them,other,,
1593790,@GWRHelp maybe be the worst series in the United Kingdom. Nationalising the train service needs to happen. Private company don’t care.,other,,
54019,@GWRHelp I'm really not happy my 14yr old son was left stranded at cam and dursley  for over an hour as 456p train was cancelled  no support,service_disruption,,
1953006,@GWRHelp Great train manager (Gary?) on 1903 Reading/Exeter. Handled difficult situation well.,praise_or_chatter,,
2097606,@GWRHelp stuck outside Swindon for 20 mins now. Previous train cancelled.  Trying to get to Paddington. Driver is whispering into the microphone and no one knows what's going on. Are we getting home tonight?,service_disruption,,
782146,@GWRHelp Wifi registration server failure - train 44083. Reading-Bristol annoying,on_board_issue,,
1277921,@GWRHelp Ticket office not open at Theale when I need a monthly travelcard! Can I change my weekly for a monthly at Paddington this a.m.?,other,,
1666148,Bonus on new @GWRHelp trains. Power socket per person and you can use Mac power supply on table seats. Huzzah!,praise_or_chatter,,
2845232,The 17:36 from Bath Spa is 17 minutes late and full to the brim @GWRHelp. Passengers being turned away at the doors. When are those new trains coming?,on_board_issue,,
2181494,"@GWRHelp Hi, I received two tickets after bad customer service and delays but these expire this year valid 2015/16/17). Is there any way to swap for ones I can use in 2018? https://t.co/FUZpIznTLk",other,,
1721993,@GWRHelp when are you going to start providing enough space for commuters using your service 0755 KYN to BTH is consistently like sardines,on_board_issue,,
2334009,@GWRHelp ....planning on getting the 9:05 am bus replacement from bristol parkway to Cheltenham this Saturday....as it's Cheltenham races on Saturday are you laying on extra buses as it will be busy ?,timetable_info,,
169435,@GWRHelp Hello. Just been told to embark at Reading for Chippenham instead of staying on to Swindon. So did. Now new train isn't stopping at Chippenham. Do your staff not speak to each other?,service_disruption,,
1417997,@GWRHelp you may have a new train that leaks but 3 coaches have gone missing from the 18.18 Paddington to Oxford. #gwrfail https://t.co/BL0PX1lsQE,on_board_issue,,
1905110,"@GWRHelp what's happened to the new, faster, bigger trains. Stuck in worse overcrowding than normal on a old train, with all the usual chaos",on_board_issue,,
2388218,"Ridiculous, @GWRHelp. A two carriage train that arrives entirely filled up during rush hour. Consistently subpar service.",on_board_issue,,
2415630,@GWRHelp oh shock yet again I'm standing in a 2 carriage train at peak time because you still can't get it right! #shitservice #suckyourmum,on_board_issue,,
928760,A faded window to the past - #Swindon's Alexandra Road #Swindon Railway Station mural taken in 2012 @GWRHelp https://t.co/Wi9pV0yjrE,praise_or_chatter,,
106506,"@GWRHelp Hi, why did the 17:58 from Reading to Tilehurst no longer call at Tilehurst today?",service_disruption,,
1458471,"@GWRHelp on 1949 Bristol to Frome, being advised of possible delays, can you give me an idea of how late the train will arrive?",delay_compensation,,
106466,Poor show @GWRHelp. Bourne end train at 18.20 not held by one minute to allow the people on connecting train from London to board. Most of the people who catch this are coming from London,delay_compensation,,
90746,Fantastic service from Mark on the @GWRHelp ticket desk at Bristol Temple Meads getting us back to London. Many thanks.,praise_or_chatter,,
504143,@GWRHelp are you joking with this service to Plymouth? What am I paying for if the coach I have a reserved seat in is missing? Not quite the same standing in the corridor... https://t.co/fe1N2LAHqc,seat_reservation,,
496593,"A new all time low. The 1706 @GWRHelp Westbury service has not 8, not 7 but 6 HST coaches. What on earth is going on with formations at the moment?",on_board_issue,,
1696452,@GWRHelp the 1736 from BATH is 2 carriage. Why are staff advising BTM commuters to use this instead of waitng 2 minutes for their own train?,on_board_issue,,
985736,@GWRHelp their new brand motto must be profit over safety #dangerous,other,,
2462647,@GWRHelp any clue as to what delayed means as we have work to get too https://t.co/tctuM3YuUx,delay_compensation,,
1826870,massive well done for the train break down in westbury!! Now stuck on how to get to Cardiff with a four year old in a cast @GWRHelp 😡,service_disruption,,
1123021,.@GWRHelp How hard is it to unlock the doors on a train? (8.16 from Worle) All passengers stood waiting like lemons,service_disruption,,
1047811,"I buy seasonal ticket and I expect @GWRHelp to provide trains on time, no #shortages #nodelays! #gwr #TrainDelay #Paddington #london https://t.co/GMjIcPlY7W",delay_compensation,,
1359453,"@GWRHelp The all pervading smell of garbage at Theale station is disgusting, are you going to have it collected or just leave in a pile?",other,,
1050136,@GWRHelp I'm guessing the 8.06am from Lawrence Hill to Avonmouth was cancelled then? #noinformation,service_disruption,,
1277973,Plenty of excitement on our commute this morning as we watch the first @gwrhelp IET make it's way to Paddington #GWRnewtrains https://t.co/DzQpUyplbm,praise_or_chatter,,
768232,@GWRHelp only 4 coaches on the 757 to Paddington is ridiculous. By the time it gets to southall it’s impossible to get on!,on_board_issue,,
1271598,@GWRHelp why is 7.07 from Theale only 7 cars. Again no announcement where my coach B reservation is. Unacceptable service,seat_reservation,,
1604703,"Currently on a @GWRHelp service, “next stop Hayes &amp; Harlington” as we pass through and fail to stop at Twyford. Thanks for the announcements",service_disruption,,
894573,@GWRHelp The 10:43 from Barnstaple-Exmouth only had two coaches and the train was crammed to the rafters. The service between Barnstaple-Exmouth should be a  minimum of three coaches.,on_board_issue,,
2631808,Enjoying the announcenent gremlins on GWR from CDF to PAD. I think they turned it off and on in Newport (announced as Reading). Guard has just asked for a Hitachi fitter over the PA. @GWRHelp,on_board_issue,,
490952,@GWRHelp Just seen your Christmas arrangements! WTF?????,other,,
1253129,@GWRHelp Are there any issues with the first trains from #Oxford  to #Reading on the morning of #Sunday #November5th please ?,service_disruption,,
1513975,@GWRHelp why yet again delay on trains from Bath to Bradford on Avon #sick of trains,delay_compensation,,
2433504,"Dear @GWRHelp not surprised that you didn't reply to the below but fyi, this train is now running over an hour late. Think a formal apology is required https://t.co/qts6HNzAlK",delay_compensation,,
1405283,@GWRHelp- great to ride the maiden voyage on the #GWRNewTrains IET this morning. Tomorrow am which service times will come through Didcot Parkway before 7:45 am?,timetable_info,,
1968591,"Dear lovely helpful @GWRHelp twitter ppl, please register this as a complaint &amp; request for remedial action from your bosses! So backward... https://t.co/lA23RZjFCf",other,,
1879458,"@GWRHelp Why no quiet carriages in the new trains - guards blame Hitachi, but this must be GWR fault - it's made travel quality much worsel",on_board_issue,,
1816586,.@GWRHelp neither driver nor train manager can get hold of your control centre to find out why train stuck at Maidenhead (unscheduled stop!) https://t.co/c1WbciW0fH,service_disruption,,
2359727,@GWRHelp will the 1930 to BTH leave PAD before the 2000?,timetable_info,,
861975,@GWRHelp lost a water bottle on the 16:53 BTM to Taunton. Like the one in the pic but pink and green. 2nd carriage baggage hold area. https://t.co/uKQ6dQbJi1,lost_property,,
2534240,Another short formed @GWRHelp 0657 THA to PAD service. Why can’t you fulfil your franchise agreement?,on_board_issue,,
2250022,"@GWRHelp I paid £80 for a return (I bought in advance) from London pad to Taunton but I haven’t even got a seat on the train and have to stand whole way, wondering what exactly I paid for?",on_board_issue,,
1467259,"Missed bag on Western-Super-Mare on 06/10 @60607. Dropped email to lost property &amp; called Swindon customer care but no response
@GWRHelp",lost_property,,
1113806,Loving the public transport today @151960 service to London this morning then @GWRHelp back this evening #COYS #THFC,praise_or_chatter,,
2929705,@GWRHelp Morning. There’s no heating on the 6 09 newbury to Paddington. All coaches the same. Please will you report- it’s very cold. Thnx.,on_board_issue,,
71675,@GWRHelp what is up with the Reading-Paddington services this morning? All delayed and absolutely no explanation,delay_compensation,,
2368845,"@GWRHelp waiting outside reading for platform 10.45pm from Paddington, for 10 mins we were early now we are late! 15 platforms at reading?",delay_compensation,,
1309051,Can't wait for #GWRNewTrains to arrive at Worcester Shrub Hill! 🚂😍 #NewCareer 💕🙌🏻 @GWRHelp,praise_or_chatter,,
2464687,@GWRHelp very over crowded train #health&amp;safety#awful https://t.co/RHDJCVKWo6,on_board_issue,,
2468980,@GWRHelp there have been numerous occasions where the trains have been delayed between didcot and oxford .. Why are the trains never on time???,delay_compensation,,
840659,@GWRHelp have put friend on train from MiM to GTW worried she won't arrive in time - how is service looking now? ( mim was delayed),timetable_info,,
2434550,"Cancel two trains, shorten  carriages from 5 to 3 &amp; then charge us to use the train. @GWRHelp yr service make case for nationalisation easy https://t.co/3m2sCPfrrU",service_disruption,,
2574681,"Guy in front is writing to the @GWRHelp account to complain the train is running late.
We're late because a car struck a bridge. Send your complaint to Audi or Ford instead or whoever it was...",praise_or_chatter,,
2973896,@gwrhelp. Need someone urgently at coach a platform 4 paddington,other,,
987131,"@GWRHelp is Appalling. 1 over capacity train, 1 cancelled and a now on a train with everyone standing. £44 for what?#gwr #networkrail #scam",service_disruption,,
876788,"Usual Friday night chaos, no seat reservations put out and people now fighting over seats! You lot are a complete shambles @GWRHelp",seat_reservation,,
2561393,@GWRHelp is the 1722 from PAD going to leave at some point? 5 mins late. Overcrowded as always. And zero communication.,on_board_issue,,
2181507,"Happy with the ""service"" you're providing, @GWRHelp ? You should be DAMN ashamed of yourselves. I've my OAP dad and disabled sister with me and were squashed in the aisle like sardines. https://t.co/2IJE3evS0N",on_board_issue,,
605444,@GWRHelp wondering why there's new ticket machines being installed at Ealing Broadway when a new station is being built and the operator is changing within the next year or so... Or is the rebuild running that late...,other,,
788156,"@GWRHelp Hi, for seat reservation on the GWR website, it doesn't give an option for individual seat",booking_issue,,
1884635,"@GWRHelp Hi, is the 0849 GCR to PAD running this morning?",timetable_info,,
2563350,@GWRHelp Hi gwr - do you not do advanced discounted fares anymore. Looking a whole 2 months ahead exd to pad and still full price (which is really high),booking_issue,,
1389378,@GWRHelp how come this train was delayed?I’m now late for work:):) https://t.co/mZu8boL3RQ,delay_compensation,,
1524968,"@GWRHelp what an unpleasant experience on a packed train to London Paddington today.  How do you even get to the toilet?  Rammed, overcrowded, stressful - not like your Enid Blyton adverts at all!",on_board_issue,,
2783528,Let the train take the strain... 17:07 to Weymouth.. @GWRHelp https://t.co/qL4Duv9UI9,praise_or_chatter,,
153554,Why don’t you declassify 1st class to allow more people to sit? @GWRHelp as well as respond to me? https://t.co/dUrl68tC5r,other,,
1517481,"@GWRHelp Hello, just inquiring of when will the 387's be running between London #Paddington and #Reading?",timetable_info,,
2174311,@GWRHelp What platform do I need for the 15.44 from bristol temple Meads to Plymouth on friday 10/11/2017,timetable_info,,
1894693,Really want to view @22235 proceedings but can't as @GWRHelp WiFi is poor. Suggest @3889 investigates impacts on productivity. https://t.co/qvNwJePVUL,on_board_issue,,
950459,Thank you @GWRHelp for bringing @41974 safely home despite #stormBrian 😊👍,praise_or_chatter,,
264300,@GWRHelp so once agin you are up to your normal standards. The 15:48 from bradfrod on Avon is over booked as always. Shower of shit,on_board_issue,,
2556588,"@GWRHelp The 15.35 London train still hasn't arrived at Evesham, but has disappeared from departure board. No announcements. Is it coming?",service_disruption,,
869238,@GWRHelp is peak/off peak suspended tonight from Paddington because of the Reading works this weekend?,timetable_info,,
1075844,@GWRHelp What's going on with the 17.49 Worcester Shrubb Hill?! https://t.co/qxfgFjYlxi,service_disruption,,
983699,@GWRHelp bought ticket from Cheltenham to London. Get off at Swindon to find no trains. Then not allowed to take dogs on the replacement bus,other,,
2100347,Arrived in London in smart a refreshed @GWRHelp sleeper coach (F on London bound last night) @358550 Excellent service now looking forward to working with @620312 #ttp #geography https://t.co/wT4nkTFkH2,praise_or_chatter,,
71711,"@GWRHelp explanation the 9.35 from Langley is now 15 mins late? This service is a joke and shockingly late constantly, not acceptable.",delay_compensation,,
111706,@GWRHelp 1930 BTH-PAD can you get the PA to work in coach B and let people know reservations are cancelled.,seat_reservation,,
977854,@GWRHelp Where is the train from St James to Exeter St David? Im going to miss@my connection because of you,delay_compensation,,
1241935,@GWRHelp Do you think it’s acceptable to make people sit on an actual bus for 2.5 hours with no toilet because you are going works?,service_disruption,,
583434,"@GWRHelp Hey! By any chance, do you have an IEP train running on the 28th? 🚅",timetable_info,,
1502562,@GWRHelp what does this mean??? Where is my seat??? What happened to letters my love https://t.co/BtTsd1cg5W,seat_reservation,,
1033466,@GWRHelp .... what's going on? Not a happy bunny. https://t.co/SR7X09PLWr,ambiguous,,
1347350,So it's official - @GWRHelp launches 1st Intercity Express Trains today. Hope to have a ride back home tonight on one https://t.co/9wCqjObCOI,praise_or_chatter,,
166275,@GWRHelp Can I please reserve a seat on the 0900 departure from Brighton tomorrow between BTN-SOU at a window in the direction of travel at all? Thanks,seat_reservation,,
1265067,@GWRHelp Hello. Is there any risk that the new IEP service will abandon its timetabled stop at Reading in order to make up time?,timetable_info,,
1117964,Because of the utter crapshow that is @GWRHelp engineering works I cannot get to @381537 easily (2h each way) 😓😡😤 #ChocolateShow,service_disruption,,
1317119,I do love missing an important Civil Litigation LPC lesson due to an number of cancelled @GWRHelp trains. Great start to a Friday!,service_disruption,,
917829,@GWRHelp take it not gonna get to London Paddington now on time :(,delay_compensation,,
767946,@GWRHelp Lots of your trains are still branded FGW.. lots of naff signage too; looks terrible green &amp; blue. What’s the ETA?,other,,
1121090,Hi @GWRHelp is it true your short of trains as you keep cancelling the 6:10 from swindon and turning into the 6:40 to Cheltenham?,service_disruption,,
2030159,"Great, my 5:55 @120244 train to #London is delayed by 40 mins; it's only the second one to London this morning!!  Not happy... 😡 https://t.co/qxrB7BSmr4",delay_compensation,,
687301,@GWRHelp spending £25 on a 40minute journey to sit on the floor of an over crowded train... not overly impressed.,on_board_issue,,
2543436,"@GWRHelp Hello , trying to book advance tickets . Is your website down ?",booking_issue,,
550413,"@GWRHelp and now the return train is the same! Reserved seats, standing room only , people actually being left on the platform. Madness 😡",seat_reservation,,
106422,@GWRHelp Your new trains are lovely - but the signage in the quiet coach is so subtle nobody seems to have noticed it. 1L76,on_board_issue,,
533098,@GWRHelp would have been nice to have been given a response to my last tweet!!!!,other,,
443924,@GWRHelp I was sitting on the RDG-TLH train and you suddenly decide to cancel it as you “can’t find the driver”? What’s going on? How can it be acceptable to make us all wait a further 30 mins for the next service?,service_disruption,,
2225075,"I am on a brand new @GWRHelp @154173 Train going to #Cardiff. Heaven forbid I might want to send a few emails during my 2.5hr journey
' https://t.co/fHV46x3oKY",on_board_issue,,
1836587,@GWRHelp 05:50 Oxford to PAD coach L seat 9 seat does not work. Please can you report to engineering,seat_reservation,,
1127473,HI @GWRHelp are you aware that your website doesn't integrate with national rail's and is so slow it has taken me days to buy ticket?,booking_issue,,
2233286,"@GWRHelp where is 1711 FIT WSB? board says on time, but not arrived",service_disruption,,
1440404,"@4665  help @GWRHelp in #stafftraining &amp; #awareness old £1 coin no longer in circulation, your ticket inspectors are clueless",on_board_issue,,
1724441,@GWRHelp so my ticket with my underground pass cost £80.60 and the plug sockets don't work. Urgh no work for me today then. On the 07:05 from Bridgwater to London Paddington,on_board_issue,,
651980,"Typical scenes, every train delayed indefinitely and @GWRHelp are nowhere to be seen. https://t.co/Pmn8IKiaT3",delay_compensation,,
1224867,I guess @GWRHelp has given up any pretence of running trains on time. In the past 3 days EVERY train has been late. Unacceptable.,delay_compensation,,
1554681,@GWRHelp The 930 CDF-Bath was cancelled this morning. Any reason to think the 536 Bath-CDF will also be cancelled?,service_disruption,,
1065740,@GWRHelp I have yet to receive via post ticket booked on 5 Oct - in my experience should have arrived by now? Can you pls advise.,other,,
2966963,Do people not need the toilet in the evening @GWRHelp?! This pregnant lady is not even sorry if she wees on your seats. Staff member who said he was going to unlock them vanished. #unlockthetoilets #unhappycustomer,on_board_issue,,
746553,A day where @GWRHelp arrived and departured on time. Nah Never happening...,praise_or_chatter,,
2130683,"Evening, @GWRHelp. Any idea when the driver for the delayed 17:49 BTM to Frome will get here? I'm tired and hungry, and was hoping to be almost home by now. Also, how are you this evening? Here is a picture of some good doggos to keep your spirits up. https://t.co/iQOKYhrgx4",delay_compensation,,
2513585,@GWRHelp is the 7.08 from Maidenhead to Paddington now the designated service to cancel?!,service_disruption,,
2570643,@GWRHelp Another week of misery due to the railways?,other,,
2268083,Hey @GWRHelp any chance your amazing #FamousFive poster will be in sale for #Christmas? #ILikeTrains,other,,
2130717,Another hour long delay from @GWRHelp - years of increased fares for what?,delay_compensation,,
2164684,@GWRHelp why is the 07.53 TWY-PAD late today? What time are we arriving?,delay_compensation,,
751454,@GWRHelp 6.18 PAD to Maidenhead only 3 carriages? It's peak hour! No one can move and windows aren't open so we are overheating.,on_board_issue,,
1292009,"Good morning @GWRHelp 
Any news on trains Cornwall to London today please? #opheliahurricane",service_disruption,,
1029199,"If anyone has found a weekly ticket in my name on the 7:52 BNM-PAD @GWRHelp this morning, please let me know. Thanks!",lost_property,,
1128349,On my way to Brussels for tomorrow’s #chillincompetition conference. Just leaving Bristol Parkway for London Paddington  on first leg. https://t.co/tjm5i5zacu,praise_or_chatter,,
971303,@GWRHelp A short train for the 18:18 from Paddington to Maidenhead. These conditions are inexcusable. Cramped and hot.,on_board_issue,,
2904920,@GWRHelp 16.29 from Swindon to Weston SM was again 7 coaches. Why are you running a shabby service when you  boast about new trains? You should have additional rolling stock to choose from.....,on_board_issue,,
2180489,"@GWRHelp Hello, for ticket collection, why don’t your ticket machines at Bath Spa station take Amex, whilst your ones at Paddington do?",other,,
1187381,"@GWRHelp disappointed I bothered pre-booking a seated ticket to Bath Spa...train packed, no seat as reservations cancelled, standing all the way. Not a great start to a rare weekend off mum duty. Any compensation?!",delay_compensation,,
1970379,Can I get compensation for this @GWRHelp ? The was a queue of people unable to board your short formed train. I couldn't get on the service https://t.co/M9267nUrhQ,delay_compensation,,
2620181,"@GWRHelp 12:17 from Exeter delayed arrival into reading just caused us to miss connection to Gatwick, anything GWR can do to help...?",delay_compensation,,
899439,@GWRHelp Hi there! Are the “Off Peak Return” fares the same price as if you were to buy on the day at the station? Or are these the online advance ticket prices? https://t.co/xsMTZzpca2,other,,
2202612,"So, @GWRHelp, the 22.30 from Oxford seems to go straight through to Reading this evening... all because it's just a few minutes late? Means there's a bunch of us sitting in the station this evening getting frustrated.",service_disruption,,
967686,"@GWRHelp Hi guys, can anyone confirm when the first of your new trains are in public service? Thank you!",timetable_info,,
1676778,"@GWRhelp thanks for cancelling my train this morning, not only do I pay you money every month for nothing, I also have to pay @115873 #",praise_or_chatter,,
1039871,@GWRHelp hi my 16:03 train from Exeter St Davids to London Paddington has been cancelled. What do I do?,service_disruption,,
853507,@GWRHelp Second day in a row you've cancelled the 17:06 from PAD. Marvellous. What is tonight's excuse please?,service_disruption,,
1180987,@GWRHelp hello. Will 15.01 bridgend to Reading tomorrow be an IET please?,timetable_info,,
981491,"@GWRHelp 1235 RDG-&gt;NQY is running late. Will 1634 connection at PAR wait?

Thx.",delay_compensation,,
883928,@GWRHelp 18.00 Lon-Bath - #hopeless yet again,delay_compensation,,
1596020,"Lovely news for those in &amp; out of London - new, spacious, high speed @GWRHelp trains. For the rest of us it's the usual cramped and standing",on_board_issue,,
2697641,"Massive thanks to employee who helped make sure me and my son didn't get stuck in the 11.29 chippenham to bath @GWRHelp announcements need to be clearer about doors not opening at Bath spa before you get on the train,",praise_or_chatter,,
500122,@GWRHelp the train I was catching left early ?!?!?! I arrived at the platform and it left 30 seconds early without me. Awful service.,service_disruption,,
2064635,@GWRHelp On the train from Weymouth to Bristol Parkway. 2 carriages. At capacity leaving many behind at Trowbridge.  100s stranded.,on_board_issue,,
2224143,"@GWRHelp Hi, in an email sent round by Mark Hopwood about the new GWR online souvenir shop, the link doesn't work saying that the website is not found. Is it under maintenance or is the link wrong?
https://t.co/8bawTe71Wd",other,,
2460394,@GWRHelp  how come the class 800 isn’t working again this morning? Doors have failed to open at bath spa.,on_board_issue,,
66170,@GWRHelp another comfy peak journey to London. I accept the apology but I’d accept a reduction in my ticket more! #gwrpoorservice https://t.co/zcVhVyyzsI,refund_request,,
1419843,"@GWRHelp Hi there, do you know if there is any engineering work going on near Ivybridge tonight, there are some odd noises outside!",other,,
903427,"@GWRHelp hi, how delayed is the 18.48 Pad-West Ealing please?",delay_compensation,,
1787765,Especially considering the extortionate prices. Also WHERE did the buffet car go? @GWRHelp #GWRNewTrains,on_board_issue,,
2634384,@GWRHelp 1741 from BRI to Gloucester was so late that I'd miss my connection to Stroud. Being picked up from C&amp;D. How do I ask for refund?,refund_request,,
624048,@GWRHelp can you get network rail to build new through platforms at Oxford? Expecting a terminating train to be cleared and dispatched in 3 minutes is just unrealistic. Just another 4 minute departure delay for the following service.,other,,
1522242,@GWRHelp What’s going on at didcot parkway girlfriend has just been kicked off train with everyone else,service_disruption,,
2244804,@GWRHelp my friend's trying to get from Dorchester to Exeter ASAP and trains delayed. Help? She'll miss her connections!,delay_compensation,,
1976805,Hi @GWRHelp can we have a reason as to why the 1835 from Padd to Exeter is still sitting on the platform? It arrived in at 1815.,delay_compensation,,
1241647,Our British-built intercity trains carried @GWRHelp passengers for the first time today https://t.co/CX8vYwqqYA,praise_or_chatter,,
1964836,@145456 @gwrhelp another 3 carriage only service 629 from Reading. will be an absolute crush from Slough. loving privatisation.,on_board_issue,,
156531,@GWRHelp Is this safe? Standing room only on train from Reading to Bristol and seat reservations not working?!? Value for money? https://t.co/Pnc0YuaE2N,seat_reservation,,
891826,"@GWRHelp 
I have a Thames branches day ranger for tomorrow, but the emergency works means I can’t do what I had planned
Can I get refund?",refund_request,,
1201609,"@GWRHelp - hi there, I'm a bit confused as to which of the numbers on my ticket is my ticket number. I need to to follow up on delay repay.",delay_compensation,,
2233201,"@GWRHelp I'm on the 16:36 service from London Paddington to Plymouth, please can you turn the heating up as my mum is moaning that she is cold.",on_board_issue,,
527063,@GWRHelp why no power outlets in services bellow 2 carriages? Still in 2016 or what ?,on_board_issue,,
2423189,@GWRHelp how’s the refurbishment of the sleepers going?,other,,
2812223,@GWRHelp YAY! 07:51 Train cancelled. And what I love is when you're waiting for the 07:51 from Burnham and a train goes speeding through!!!,service_disruption,,
1218683,@GWRHelp Something up with your website? Reset my password and its refusing to take it. Mildly infuriating.,booking_issue,,
1008460,@GWRHelp Why did the 1056 leave three minutes early from West Ealing? Does the timetable ever bear any relationship to reality?,service_disruption,,
